,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
2592,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,96.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,5.5,1.0,3.0,0.0,2.0,4.0
645,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,120.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0
4523,1.0,6.67,2805.0,15.58,7.0,13.73,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0
995,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0
253,9.0,150.0,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,96.0,0.0,0.0,0.0,2.0,2.0,1.0,28.0,6.8,2.0,10.0,7.0,4.0,1.0
4200,7.0,50.0,2342.2,16.0,0.0,0.0,0.0,0.0,7.0,-260.7,5.0,12.0,5.0,152.0,144.0,1.0,0.0,1.0,1.0,0.1,1.0,30.0,6.8,2.0,0.0,0.0,0.0,0.0
357,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,2.0,0.0,3.0,1.0
3216,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,6.5,1.0,0.0,0.0,0.0,0.0
1503,10.0,100.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
3774,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
3539,6.0,20.0,1367.6,29.69,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
2750,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2132,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
3185,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,2.0,0.5,1.0,30.0,5.5,1.0,0.0,0.0,0.0,0.0
3076,42.0,2.6,1327.85,22.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,1.0,0.2,1.0,27.0,6.0,1.0,0.0,0.0,0.0,0.0
102,2.0,90.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,340.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
2271,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3453,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,7.0,-252.9,5.0,12.0,5.0,152.0,132.0,3.0,6.0,1.0,2.0,2.0,1.0,28.0,0.0,1.0,1.0,0.0,0.0,2.0
1099,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
4325,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
2406,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,6.0,0.0,3.0,5.0
3820,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
3735,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
4342,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
4564,44.0,50.0,2805.0,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,4.0,4.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
385,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,4.0,0.0,5.0,1.0
761,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,165.0,0.0,0.0,0.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,1.0,0.0,0.0
2837,2.0,240.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,230.0,2.0,0.0,-1.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,1.0
2741,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
3793,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
492,7.0,250.0,2342.2,16.0,1.0,125.0,2805.0,15.58,1.0,-952.0,6.0,8.0,7.0,192.0,117.0,0.0,0.0,0.0,4.0,2.0,2.0,28.0,3.5,1.0,2.0,0.0,1.0,2.0
3101,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1427.7,15.0,24.0,0.0,204.0,72.0,13.0,18.0,17.0,1.0,0.05,1.0,30.0,5.0,3.0,9.0,6.0,1.0,3.0
345,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,5.0,0.0,6.0,1.0
1734,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
3904,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
2168,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
4634,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,144.0,0.0,0.0,0.0,1.0,0.025,2.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
1081,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
2484,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1109,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,96.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
4313,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
3286,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,2.0
600,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,8.0,-1085.2,24.0,42.0,21.0,666.0,72.0,3.0,4.0,0.0,1.0,0.2,3.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
1898,2.5,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,114.0,0.0,0.0,0.0,4.0,0.6,1.0,30.0,3.8,1.0,0.0,0.0,0.0,0.0
890,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
3682,2.0,120.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,34.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
1564,2.0,37.0,1660.45,18.0,0.0,0.0,0.0,0.0,4.0,1485.5,28.0,48.0,1.0,400.0,96.0,25.0,18.0,31.0,1.0,0.05,3.0,28.0,0.0,2.0,1.0,1.0,1.0,1.0
529,2.0,106.2,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,35.714285714285715,0.0,0.0,0.0,3.0,1.8,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
2890,4.0,50.0,874.0,14.55,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,78.0,0.0,0.0,0.0,2.0,0.15,1.0,30.0,7.0,3.0,1.0,0.0,2.0,0.0
541,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
4658,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,2.0,2.0,2.0,28.0,6.5,3.0,15.0,0.0,0.0,16.0
2838,2.0,240.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,230.0,2.0,0.0,-1.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,1.0
3389,9.0,480.0,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,4.0,1.32,1.0,28.0,5.5,3.0,0.0,0.0,0.0,0.0
279,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,3.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0
195,7.0,40.0,2342.2,16.0,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,13.0,1.0,8.0,5.0
4316,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
719,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-515.7,4.0,4.0,4.0,116.0,380.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.5,2.0,0.0,1.0,0.0,0.0
3136,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,2.0,30.0,7.2,3.0,0.0,0.0,0.0,0.0
4487,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,2.79,1.0,0.0,0.0,0.0,0.0
2748,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
4159,9.0,78.52,5643.4,16.5,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,72.0,0.0,0.0,0.0,5.0,0.0003,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
2742,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
316,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
4039,4.0,1212.0,874.0,14.55,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,140.0,12.0,23.4,46.9,2.0,1.5,1.0,30.0,7.0,1.0,0.0,0.0,0.0,0.0
118,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,1.0,0.0,0.0,2.0
1428,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,2.0,5.0,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
3830,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
3996,10.0,17.0,34734.5,40.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,75.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
752,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,320.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.5,2.0,0.0,1.0,0.0,0.0
3433,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,1.0,-952.0,6.0,8.0,7.0,192.0,132.0,0.0,0.0,0.0,2.0,2.0,1.0,28.0,0.0,1.0,1.0,0.0,0.0,2.0
3252,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,4.0,1.0,3.0,30.0,6.8,3.0,5.0,3.0,0.0,3.0
120,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,1.0,0.0,0.0,2.0
4644,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,262.5,14.0,12.0,3.0,228.0,96.0,0.0,0.0,0.0,5.0,0.004,3.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
3598,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,150.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
1917,2.5,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-670.0,4.0,6.0,5.0,134.0,114.0,0.0,0.0,0.0,4.0,0.6,1.0,30.0,3.8,1.0,0.0,0.0,1.0,0.0
1476,2.0,67.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,110.0,12.0,23.4,46.9,5.0,0.0008,3.0,28.0,6.8,2.0,0.0,0.0,1.0,1.0
1485,2.0,936.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,110.0,12.0,23.4,46.9,5.0,0.0008,1.0,28.0,6.8,1.0,0.0,0.0,1.0,1.0
3360,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,308.0,0.0,0.0,0.0,4.0,3.5,3.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
1113,2.0,30.0,1660.45,18.0,3.0,0.1,1988.0,10.35,3.0,841.0,10.0,16.0,0.0,136.0,96.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
2992,9.0,80.0,5643.4,16.5,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.002,2.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0
1129,2.0,30.0,1660.45,18.0,17.0,3.0,1325.9,9.89,3.0,841.0,10.0,16.0,0.0,136.0,96.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
367,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,2.0,0.0,3.0,1.0
1711,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,2815.2,15.0,24.0,0.0,204.0,120.0,10.0,18.0,12.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,1.0,3.0
3893,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,55.0,2.0,0.0,-1.0,2.0,2.0,1.0,29.5,3.0,1.0,0.0,0.0,0.0,0.0
1736,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
635,1.0,42.5,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,4.5,2.0,3.0,2.0,2.0,1.0
3197,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,1.0,1.0,1.0,0.0
4232,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,96.0,0.0,0.0,0.0,1.0,0.25,3.0,25.0,6.5,3.0,0.0,0.0,0.0,0.0
206,7.0,60.0,2342.2,16.0,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,6.0,1.0,1.0,5.0
1927,2.5,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,114.0,0.0,0.0,0.0,4.0,0.6,1.0,30.0,3.8,1.0,0.0,0.0,1.0,0.0
1617,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,120.0,2.0,2.0,0.0,1.0,0.005,1.0,30.0,0.0,1.0,2.0,0.0,3.0,1.0
1888,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,1430.9,20.0,32.0,2.0,304.0,72.0,13.0,9.0,21.0,1.0,0.1,3.0,30.0,3.5,2.0,2.0,0.0,0.0,3.0
1131,2.0,30.0,1660.45,18.0,4.0,0.1,874.0,14.55,3.0,841.0,10.0,16.0,0.0,136.0,96.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
3423,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,132.0,12.0,23.4,46.9,2.0,2.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
3096,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1427.7,15.0,24.0,0.0,204.0,72.0,13.0,18.0,17.0,1.0,0.05,1.0,30.0,5.0,3.0,0.0,0.0,0.0,1.0
2964,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,2.0,1.5,1.0,28.0,3.5,1.0,0.0,0.0,0.0,0.0
3855,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
1921,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,316.0,0.0,0.0,0.0,1.0,0.1,1.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0
706,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,165.0,0.0,0.0,0.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,1.0,0.0,0.0
1891,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,1430.9,20.0,32.0,2.0,304.0,72.0,13.0,9.0,21.0,1.0,0.1,3.0,30.0,3.5,2.0,2.0,0.0,0.0,3.0
1671,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,3.0,30.0,0.0,2.0,4.0,0.0,2.0,3.0
2693,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
2670,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,100.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0
1543,25.0,150.0,11193.8736,39.6,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
2958,1.0,120.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,2.0,3.0,1.0,30.0,6.5,3.0,4.0,2.0,2.0,1.0
3998,10.0,17.0,34734.5,40.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,75.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
4382,20.0,1.0,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,3.0,5.0,1.0,0.0,5.0
978,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
387,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,3.0,0.0,0.0,1.0,1.0
810,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
2331,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1360,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,101.5,14.9826086956522,29.7008695652174,1.0,225.492173913043,66.0,12.0,7.99130434782609,12.9826086956522,1.0,0.01,2.0,30.0,0.0,2.0,1.0,1.0,1.0,0.0
217,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,0.0,0.0,0.0,0.0
4461,10.0,10.0,34734.5,40.0,2.0,23.0,1660.45,18.0,10.0,-63.0,1.0,1.82,0.51,0.0,115.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
4441,10.0,10.0,34734.5,40.0,1.0,21.0,2805.0,15.58,1.0,-952.0,6.0,8.0,7.0,192.0,115.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
677,2.5,22.512050000000006,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,48.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0
